Antennae,Arms,Eyes,Legs,Mouth,Pattern,Correct,Response,rt,rules_set,item_name,id,condition,planet_permutation,planet_reverse_permutation,age,gender,education,in_training,training_program,backstory_readtime,rules_readtime,pre_example_readtime,rules_repetition,intermediate_readtime,second_rules_readtime,presurvey_readtime,difficulty,demand,attentive,undisturbed,particularities,presumptions,planet1rules,planet2rules,planet3rules,planet4rules,correctness
0,2,3,0,Teeth,Stripes,3,3,4095,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,4,3,0,None,Stripes,3,3,3455,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,1,0,No teeth,None,2,2,3275,ruleset2a,test_learning_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,2,0,Teeth,None,1,1,1312,ruleset2a,upper_bound_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,4,3,0,No teeth,None,2,2,3459,ruleset2a,upper_bound_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,3,0,Teeth,None,1,1,1192,ruleset2a,test_learning_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,2,3,6,Teeth,Stripes,3,3,4062,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,1,0,No teeth,None,2,2,2201,ruleset2a,test_learning_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,2,0,No teeth,None,2,2,1248,ruleset2a,test_learning_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,1,0,Teeth,None,1,1,1102,ruleset2a,test_learning_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,3,2,No teeth,None,2,2,2849,ruleset2a,interference_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,4,2,6,None,Stripes,4,4,2928,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,0,2,0,Teeth,Stripes,4,4,4531,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,0,3,0,Teeth,None,1,1,2407,ruleset2a,test_learning_p1,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
0,0,2,0,No teeth,Stripes,4,4,2178,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
1,4,2,4,No teeth,Stripes,4,4,901,ruleset2a,decoy,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,1,0,No teeth,None,2,2,2042,ruleset2a,interference_p2,KTRQOQDRQF,0,"{""1"":3,""2"":1,""3"":4,""4"":2}","{""1"":2,""2"":4,""3"":1,""4"":3}",27,female,university,False,,59705,48212,19636,26800,1830,28330,3221,4,4,5,True,,,if it has antennae and teeth,if it has antennae & no teeth,if it has stripes and 3 eyes,if it has stripes and 2 eyes,True
2,2,3,4,None,None,1,2,6182,example_1,example_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
2,4,2,2,No teeth,None,2,2,1696,example_2,example_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,2,3,6,Teeth,Stripes,3,3,2807,example_3,example_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
0,0,2,0,Teeth,Stripes,4,4,1321,example_4,example_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,2,3,0,No teeth,Stripes,3,3,2530,ruleset1,training_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,2,2,0,Teeth,None,1,2,2826,ruleset1,training_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
0,4,2,0,None,Stripes,4,4,1482,ruleset1,training_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,1,0,No teeth,None,2,2,2442,ruleset1,training_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,3,0,Teeth,None,2,2,2778,ruleset1,training_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
0,0,3,6,Teeth,Stripes,3,3,1361,ruleset1,training_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,1,0,Teeth,None,2,2,1825,ruleset1,training_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,2,2,6,Teeth,None,1,1,1790,ruleset1,training_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,3,0,None,None,2,2,1569,ruleset1,training_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,2,0,Teeth,None,2,1,1331,ruleset1,training_2,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
2,2,3,6,No teeth,None,1,2,2316,ruleset1,training_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
1,2,3,0,No teeth,Stripes,3,3,1954,ruleset1,training_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,2,2,6,Teeth,Stripes,4,2,2259,ruleset1,training_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
1,4,3,0,Teeth,Stripes,3,3,1690,ruleset1,training_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
0,4,2,0,No teeth,Stripes,4,4,803,ruleset1,training_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,2,2,0,Teeth,None,1,2,2780,ruleset1,training_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
0,0,3,0,None,Stripes,3,3,1451,ruleset1,training_3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
0,4,2,0,Teeth,Stripes,4,4,2523,ruleset1,training_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,0,2,0,Teeth,Stripes,4,4,1610,ruleset1,training_4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,2,1,6,None,None,1,2,1843,ruleset1,training_1,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
1,4,2,0,Teeth,Stripes,4,4,2258,ruleset2b,upper_bound_old_p4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,4,1,4,Teeth,None,2,2,2451,ruleset2b,decoy,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
2,2,3,4,No teeth,None,1,1,1842,ruleset2b,decoy,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,4,2,4,No teeth,Stripes,4,4,1912,ruleset2b,test_memory_p4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
0,0,2,6,No teeth,Points,3,4,2437,ruleset2b,interference_new_p3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
2,2,3,6,No teeth,None,1,2,2696,ruleset2b,decoy,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,False
0,4,1,6,No teeth,Points,3,3,2126,ruleset2b,test_learning_p3,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,2,1,0,Teeth,Points,4,4,2104,ruleset2b,test_learning_p4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
1,0,2,6,Teeth,Stripes,4,4,1611,ruleset2b,interference_old_p4,KUETPEFSDV,1,"{""1"":4,""2"":2,""3"":3,""4"":1}","{""1"":4,""2"":2,""3"":3,""4"":1}",35,female,doctorate,False,,21860,52265,29916,12176,2153,47156,8261,3,4,5,True,No,No,If it has 2 antennae and 2 arms,If it has two antenna and 4 arms,If it has stripes and 3 eyes or dots and 6 legs,If it has stripes and 2 eyes or dots and no legs,True
